time,energy,enstrophy,E_injection,E_hdiss,E_drag
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
0.1,0.000107317269333044,81.80105680457774,0.002264082813028841,4.073574402440042e-08,2.679684787542619e-09
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
1.0999999999999999,0.03552184831943117,81.7030956231587,0.056136012409093654,1.0705461195985875e-06,1.619416721851532e-05
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
2.599999999999999,0.14752614907691367,82.84907827318021,0.04840273403725392,-2.0279870458968205e-07,0.00016099556927702226
3.8008438060224106,0.23983164837677215,82.72112379623222,0.06862721252979584,-3.3404088020998057e-06,0.00035432282894429435
3.8008438060224106,0.23983164837677215,82.72112379623222,0.06862721252979584,-3.3404088020998057e-06,0.00035432282894429435
3.8008438060224106,0.23983164837677215,82.72112379623222,0.06862721252979584,-3.3404088020998057e-06,0.00035432282894429435
3.8008438060224106,0.23983164837677215,82.72112379623222,0.06862721252979584,-3.3404088020998057e-06,0.00035432282894429435
3.8008438060224106,0.23983164837677215,82.72112379623222,0.06862721252979584,-3.3404088020998057e-06,0.00035432282894429435
